Place	Date	Time	Value	Unit
8478	3/14/20	5:44:51	44.2	dB      
8477	3/14/20	5:44:46	44.4	dB      
8476	3/14/20	5:44:41	42.8	dB      
8475	3/14/20	5:44:36	47.6	dB      
8474	3/14/20	5:44:31	45.5	dB      
8473	3/14/20	5:44:26	44.1	dB      
8472	3/14/20	5:44:21	43.6	dB      
8471	3/14/20	5:44:16	46.1	dB      
8470	3/14/20	5:44:11	56	dB      
8469	3/14/20	5:44:06	54.8	dB      
8468	3/14/20	5:44:01	55.3	dB      
8467	3/14/20	5:43:56	57.1	dB      
8466	3/14/20	5:43:51	57.3	dB      
8465	3/14/20	5:43:46	56.9	dB      
8464	3/14/20	5:43:41	54.3	dB      
8463	3/14/20	5:43:36	61.4	dB      
8462	3/14/20	5:43:31	45.9	dB      
8461	3/14/20	5:43:26	43.7	dB      
8460	3/14/20	5:43:21	45.1	dB      
8459	3/14/20	5:43:16	56.3	dB      
8458	3/14/20	5:43:11	47.9	dB      
8457	3/14/20	5:43:06	51	dB      
8456	3/14/20	5:43:01	44.8	dB      
8455	3/14/20	5:42:56	45	dB      
8454	3/14/20	5:42:51	45.9	dB      
8453	3/14/20	5:42:46	45.2	dB      
8452	3/14/20	5:42:41	44.6	dB      
8451	3/14/20	5:42:36	45.6	dB      
8450	3/14/20	5:42:31	47.7	dB      
8449	3/14/20	5:42:26	45.6	dB      
8448	3/14/20	5:42:21	47.3	dB      
8447	3/14/20	5:42:16	45.4	dB      
8446	3/14/20	5:42:11	45.1	dB      
8445	3/14/20	5:42:06	44.9	dB      
8444	3/14/20	5:42:01	49	dB      
8443	3/14/20	5:41:56	46.4	dB      
8442	3/14/20	5:41:51	55.8	dB      
8441	3/14/20	5:41:46	60.4	dB      
8440	3/14/20	5:41:41	47.4	dB      
8439	3/14/20	5:41:36	53.8	dB      
8438	3/14/20	5:41:31	44.2	dB      
8437	3/14/20	5:41:26	61.7	dB      
8436	3/14/20	5:41:21	45.9	dB      
8435	3/14/20	5:41:16	46	dB      
8434	3/14/20	5:41:11	45.1	dB      
8433	3/14/20	5:41:06	49.8	dB      
8432	3/14/20	5:41:01	62.1	dB      
8431	3/14/20	5:40:56	63.9	dB      
8430	3/14/20	5:40:51	62.9	dB      
8429	3/14/20	5:40:46	63.8	dB      
8428	3/14/20	5:40:41	63.7	dB      
8427	3/14/20	5:40:36	61.3	dB      
8426	3/14/20	5:40:31	62	dB      
8425	3/14/20	5:40:26	61.3	dB      
8424	3/14/20	5:40:21	56.3	dB      
8423	3/14/20	5:40:16	44.8	dB      
8422	3/14/20	5:40:11	45.5	dB      
8421	3/14/20	5:40:06	44.9	dB      
8420	3/14/20	5:40:01	43.9	dB      
8419	3/14/20	5:39:56	53.6	dB      
8418	3/14/20	5:39:51	44.2	dB      
8417	3/14/20	5:39:46	44.2	dB      
8416	3/14/20	5:39:41	43.8	dB      
8415	3/14/20	5:39:36	44.2	dB      
8414	3/14/20	5:39:31	44.1	dB      
8413	3/14/20	5:39:26	44.5	dB      
8412	3/14/20	5:39:21	62	dB      
8411	3/14/20	5:39:16	44.1	dB      
8410	3/14/20	5:39:11	44.8	dB      
8409	3/14/20	5:39:06	46.3	dB      
8408	3/14/20	5:39:01	43.8	dB      
8407	3/14/20	5:38:56	43.6	dB      
8406	3/14/20	5:38:51	43.8	dB      
8405	3/14/20	5:38:46	43.7	dB      
8404	3/14/20	5:38:41	43.6	dB      
8403	3/14/20	5:38:36	43.5	dB      
8402	3/14/20	5:38:31	43.1	dB      
8401	3/14/20	5:38:26	45.5	dB      
8400	3/14/20	5:38:21	44.6	dB      
8399	3/14/20	5:38:16	44.4	dB      
8398	3/14/20	5:38:11	49.1	dB      
8397	3/14/20	5:38:06	44.4	dB      
8396	3/14/20	5:38:01	45.4	dB      
8395	3/14/20	5:37:56	45.7	dB      
8394	3/14/20	5:37:51	46.4	dB      
8393	3/14/20	5:37:46	45.8	dB      
8392	3/14/20	5:37:41	47.4	dB      
8391	3/14/20	5:37:36	53.9	dB      
8390	3/14/20	5:37:31	58.7	dB      
8389	3/14/20	5:37:26	59.2	dB      
