Place	Date	Time	Value	Unit
30000	2/6/20	13:58:17	44.3	dB      
29999	2/6/20	13:58:12	44.2	dB      
29998	2/6/20	13:58:07	44.3	dB      
29997	2/6/20	13:58:02	44.6	dB      
29996	2/6/20	13:57:57	46.2	dB      
29995	2/6/20	13:57:52	45	dB      
29994	2/6/20	13:57:47	43.7	dB      
29993	2/6/20	13:57:42	45.1	dB      
29992	2/6/20	13:57:37	45.7	dB      
29991	2/6/20	13:57:32	46.5	dB      
29990	2/6/20	13:57:27	46	dB      
29989	2/6/20	13:57:22	46.6	dB      
29988	2/6/20	13:57:17	47.4	dB      
29987	2/6/20	13:57:12	51.8	dB      
29986	2/6/20	13:57:07	47.5	dB      
29985	2/6/20	13:57:02	47.3	dB      
29984	2/6/20	13:56:57	50.2	dB      
29983	2/6/20	13:56:52	52.6	dB      
29982	2/6/20	13:56:47	49.7	dB      
29981	2/6/20	13:56:42	48.4	dB      
29980	2/6/20	13:56:37	46.8	dB      
29979	2/6/20	13:56:32	46.5	dB      
29978	2/6/20	13:56:27	48.2	dB      
29977	2/6/20	13:56:22	46.6	dB      
29976	2/6/20	13:56:17	47.1	dB      
29975	2/6/20	13:56:12	46.1	dB      
29974	2/6/20	13:56:07	47.3	dB      
29973	2/6/20	13:56:02	48.5	dB      
29972	2/6/20	13:55:57	48.7	dB      
29971	2/6/20	13:55:52	49.1	dB      
29970	2/6/20	13:55:47	49.8	dB      
29969	2/6/20	13:55:42	48.4	dB      
29968	2/6/20	13:55:37	46.6	dB      
29967	2/6/20	13:55:32	46.7	dB      
29966	2/6/20	13:55:27	48.3	dB      
29965	2/6/20	13:55:22	58.1	dB      
29964	2/6/20	13:55:17	50	dB      
29963	2/6/20	13:55:12	49.6	dB      
29962	2/6/20	13:55:07	49.6	dB      
29961	2/6/20	13:55:02	47.1	dB      
29960	2/6/20	13:54:57	46.5	dB      
29959	2/6/20	13:54:52	46.5	dB      
29958	2/6/20	13:54:47	48.8	dB      
29957	2/6/20	13:54:42	47.5	dB      
29956	2/6/20	13:54:37	49.5	dB      
29955	2/6/20	13:54:32	46.6	dB      
